Indiv_ID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18
18,46.3340191205588,30.7854300318191,27.5607957135091,59.0871489332758,65.5109015058293,37.1549198658955,59.5910692373863,66.7652217880244,76.5900727631373,84.9053984975234,92.5142288683409,104.834789301505,97.6261062970376,89.7319893197554,114.441373577116,100.873267968016,99.6922890492366,90.1689407483293
19,4.86892681108053,6.20521794652762,35.8553220001025,67.5803415590112,52.0872396696362,35.1420084854786,71.100806433229,65.1206504507262,66.4113251921127,59.8716712253282,84.1543991185227,91.054412851302,71.7321863772986,97.7369343125019,108.12672000409,87.4970753783846,114.363871333047,95.9462919910883
20,64.7268106034592,37.2905477822715,41.6698986756645,55.0771447813424,60.4157809580343,40.015715297546,52.6042709177423,65.3006370418116,53.3516576770255,90.3652799339602,97.0672083719289,89.9090429047419,102.9406780451,103.832217521641,97.9046248523306,106.472429808795,98.5644046002546,99.0827847322619
21,33.5690554811198,22.6842784679626,48.0045074653667,48.101928469496,84.2821564686528,62.6934791910866,59.2190851471298,87.8675619205607,59.7445731429845,96.2973489905675,99.1975613218935,110.589940310866,121.403093853711,88.1997261149234,94.0732221654302,98.073689088124,112.921166079284,70.2176622541865
22,35.7812093925926,28.1864229371976,44.2454924567054,22.0188937155227,40.621945461784,32.7135959369518,51.8491537567001,81.233989493564,79.792283720848,83.2594527362122,89.8816459554055,90.0903266667616,108.091532395907,82.8821723523764,110.229839543801,103.28673312746,90.9735025585843,115.607997846665
23,27.986514611072,16.509828348091,49.0557019647837,37.8167938664568,45.258186959012,46.6168652493166,43.8229361680216,66.1578169486118,73.3046162802759,65.7249665244111,90.0306441078885,100.771760999608,82.7263389943774,89.0140753595688,94.563478692032,83.1464384663527,78.516625564721,93.7504508645439
24,39.2510581192134,53.5762044893125,31.7556114825104,62.3736984636429,56.3488057120652,56.5231290212069,42.2887269047435,86.0987779129934,69.3678566210196,78.1131734565552,100.210001884974,82.3388451450103,63.3748692171235,101.63775208575,114.317754143078,105.744285303428,87.8485749944612,109.456594279934
25,15.0542407329099,59.2263253364207,23.8562941682764,45.3620777547675,28.1123752923305,34.0963816153856,44.6872868352903,73.0779853269155,68.7024971410732,95.562217880198,82.859375641827,90.5199958224314,84.5958926648225,87.7610540538837,99.1489173871858,105.49056636333,112.362547168838,99.6929677739151
26,8.34746422667141,23.5778630961069,43.7080343067447,51.3098428754077,37.3676469746266,37.4765721067397,57.0760919057734,69.9542705812897,93.7232802300384,99.1006370876563,96.6308731801843,88.1199596612128,83.4394797465063,80.8023788617545,78.1256458784864,92.2703140874837,95.4030419216878,113.103754673195
27,11.3514584643249,35.4808833515968,25.751694844015,36.4121779905672,43.3987181520855,41.8639016441236,46.8704826708411,42.1991879066293,66.6141835050321,102.362509519479,85.714965521135,106.268807557749,94.3882103782876,93.181971316058,70.9933437078523,105.28714238421,104.916519583718,94.2745208473454
28,39.6353149229095,40.9263516288347,16.3127471874346,60.9951781874739,23.1395574823864,65.3607917084465,46.44301844752,47.7566293491339,82.11919271502,88.0652639140977,103.183547319104,67.0691378636456,87.1262558540318,106.026912229687,86.8204542362208,91.8069912174343,90.4153972062616,85.4357707640979
29,49.8818944363627,65.155214679414,24.8380087588267,45.4123613066459,30.111335090555,28.6438986553255,35.877187974152,60.3211569689874,67.341977437575,110.73267510866,109.871286808469,82.5950160567036,90.9843134516691,105.930885226661,79.8894946844275,96.6980389235354,91.0957528028764,76.9084396105032
30,43.0598264966767,36.3486456167595,39.8692263720135,27.1830513065754,25.9662757603359,86.376667280128,68.7925679631217,72.9575517902357,76.7520633598275,117.241538621874,106.021090882888,108.299219533824,83.7686871433474,101.232525432466,87.8290447717174,88.4848200765742,92.5217060053051,91.9887332564533
31,21.1066937802711,36.7129917404713,38.6609558468641,46.4542853656022,39.7971495303355,54.3940566468184,34.1253813821626,61.5331099748973,69.9865559607343,73.095090528779,89.7640412205142,75.4682625144722,88.7479565992823,85.4025022471305,98.2191374309939,106.977437062203,92.9658099013081,83.3166092654101
32,21.7425467582752,39.4192871593339,23.8219159153132,46.9910880065044,66.491717751764,48.4229060296426,50.0790489620645,63.7919828284356,66.2863711961444,99.3608177725454,93.7124366404861,89.7913287949211,92.4455058403407,96.5434634264002,100.358544877665,115.903273531942,95.9299062856426,81.3644333251837
33,28.4135718116112,35.3235676058458,50.6416394821203,50.6159302162169,48.0431569850268,66.2487918891161,58.7456336626536,70.4549173163393,71.0495829640398,74.8181418066611,94.9369088926332,98.8352327952051,108.367735903758,96.0894769108474,107.813504886337,105.46367789909,89.8664604521762,112.73042701073
34,37.486396116894,32.5835573720401,33.32144462294,71.5968156815075,52.1945056799803,48.8620137593456,55.4119782104642,69.8408780390157,106.229586724621,110.271641504028,93.3806684815041,96.3628639764234,92.6382244323563,92.9965691313321,89.58666952343,107.206800935801,70.5311774359815,93.3487869144652
35,31.7130699450785,37.7812366554105,42.2962670610288,49.9860451974443,31.2758012565356,56.1240006541392,63.7573327990761,84.4773530490377,77.5956240878747,77.2696018540109,85.7315384681146,90.0180700251401,90.6622591074062,86.0010914028638,108.896689342946,103.827926855134,99.7585323640925,94.9969054862813
36,38.9571608266173,12.6598064942999,8.27085650370396,66.5778380781481,33.4570236913177,67.3383537014486,84.0894046223398,60.0158589558135,96.7372192402435,102.577180568701,116.579484354511,137.980587636527,104.720215189064,89.8470784237267,85.7584690084238,100.395198327196,87.3118517229338,91.3344466163929
37,51.0264085257455,51.0211262978338,24.8187689638878,63.4316786133224,41.6486002117498,44.3845639640134,65.7817350200668,69.2556597022153,74.4288514169087,113.537333602875,114.288628911709,89.9409009792495,78.1577162433211,102.974343052948,78.4784878792078,78.8537991347109,77.3935770965835,81.9561639360811
38,45.5271375342144,14.8375559886177,43.5199970512734,57.2381562119779,45.8101379709766,69.9032016070119,58.4525137446048,55.01597073706,89.8507717623433,111.858601830423,98.4040847617048,112.201742974505,90.7164593202917,104.143211156774,90.6820556519281,73.260017499229,70.35360554,101.587809975984
39,44.0055237659873,30.372383641722,13.6895664291744,27.1103628488256,20.590617541784,53.4388238482709,60.8471628781987,84.0251647493416,81.2792868856211,83.9951939281749,86.0746799019133,124.73569047959,113.677807704297,101.189810278372,79.7582124337929,95.2635203451449,110.167750210956,127.190733283893
40,31.1200511184997,35.2493927928244,13.993393892304,44.180829813693,49.5247984248142,62.5902768608973,56.8441342512703,64.4225299879166,73.5343799344192,54.3810704916932,99.4523744033987,94.9675300631647,92.410677424923,120.465840277814,91.484637548682,99.666591448781,90.7036227638733,101.097537266107
41,34.5595252945566,28.9427100841939,37.1157500222627,50.5657025964138,44.0268768640012,53.8695815146941,66.8949849960204,83.4703732154739,75.0047087425338,83.0508687379978,96.6294204909772,113.807190042767,101.135906547589,118.039794598115,83.87440078469,87.6612201557884,90.2078375994132,104.147998989617
42,35.6946341170444,36.7616735557336,34.4318784853935,48.7350169022823,18.7435319250693,44.4450240919931,32.12959890579,70.1525866506295,68.6939643115696,81.9671469911002,89.6839964550417,93.124449846963,99.9529123631682,81.4576287160575,91.0191602884932,75.3521831198616,79.7175507462135,85.5682063654649
43,22.7470626673169,26.0448292309927,27.8292280280292,52.3415647584041,46.7162580580944,60.4595252061301,63.3185954761662,52.4504220821197,80.7389358756342,106.234724937614,90.0298443914551,74.3332211748979,100.419922712759,80.3244528191296,122.625009523264,113.268511886043,87.0047187120298,84.3190300058683
44,25.6344342107578,52.2548002376292,43.4178760272495,47.2444477957483,33.1607691806623,46.2795625554639,66.5150958433151,70.6565917364678,83.8628885899609,87.6337418515685,106.484246742829,96.8400375345405,88.331536233697,79.8828928185714,76.7140052600654,73.1244757591656,100.379119902665,103.748304088861
45,27.2134693487367,46.57309447372,42.8425626251084,47.2644470151193,36.8571646993568,54.6964846397237,69.4462429119294,68.4787810294003,81.7878287106371,82.4913541444794,97.0390629961841,108.967541897106,90.094155072195,100.267676531763,103.666435950368,110.084109631221,100.635278759215,117.942547208259
46,42.2247406869568,35.4713635795044,32.3191192290865,50.4968974581764,47.357164800811,61.8168683788077,30.2206896414801,45.0047141708808,90.6489307216024,104.813334272604,101.673363425868,70.5425086229183,108.384591052547,69.5363660734447,81.9850449460724,105.524298428704,93.9737789841836,131.703160370863
